Table,State,Distr,Area,Total_Rural_Urban,Edu_level,Total_dis_popln,Male_dis_popln,Female_dis_popln,Seeing_dis_popln,Male_Seeing_popln,Female_Seeing_popln,Hearing_dis_popln,Male_Hearing_popln,Female_Hearing_popln,Speech_dis_popln,Male_Speech_popln,Female_Speech_popln,Movement_dis_popln,Male_Movement_popln,Female_Movement_popln,Mental_ret_dis_popln,Male_Mental_ret_popln,Female_Mental_ret_popln,Mental_ill_dis_popln,Male_Mental_ill_popln,Female_Mental_ill_popln,Other_dis_popln,Male_Other_popln,Female_Other_popln,Mult_dis_popln,Male_Mult_popln,Female_Mult_popln
C5129,10,000,State - BIHAR,Urban,Literate but below primary,26383,14546,11837,7040,3755,3285,7091,3747,3344,2244,1182,1062,3196,2030,1166,866,510,356,281,193,88,4807,2618,2189,858,511,347
C5129,10,000,State - BIHAR,Urban,Primary but below middle,31942,18067,13875,8107,4372,3735,8423,4328,4095,2240,1304,936,4847,3227,1620,1053,672,381,389,283,106,5931,3315,2616,952,566,386
C5129,10,000,State - BIHAR,Urban,Middle but below matric/secondary,24968,15203,9765,6003,3447,2556,6688,3763,2925,1767,1012,755,4091,2917,1174,701,457,244,389,295,94,4608,2808,1800,721,504,217
C5129,10,000,State - BIHAR,Urban,Matric/Secondary but below graduate,50381,31603,18778,12450,7392,5058,13967,8212,5755,3638,2169,1469,7633,5632,2001,1349,932,417,641,520,121,9489,5855,3634,1214,891,323
C5129,10,000,State - BIHAR,Urban,Graduate and above,28324,20495,7829,7408,5241,2167,8038,5569,2469,2164,1555,609,3525,2867,658,584,449,135,269,226,43,5798,4140,1658,538,448,90
C5129,11,000,State - SIKKIM,Total,Total ,18187,9779,8408,2772,1421,1351,5343,2987,2356,1577,818,759,2067,1218,849,516,274,242,513,255,258,2459,1282,1177,2940,1524,1416
C5129,11,000,State - SIKKIM,Total,Illiterate,9911,4554,5357,1336,567,769,2612,1201,1411,1109,545,564,972,458,514,261,122,139,247,107,140,1000,422,578,2374,1132,1242
C5129,11,000,State - SIKKIM,Total,Literate,8276,5225,3051,1436,854,582,2731,1786,945,468,273,195,1095,760,335,255,152,103,266,148,118,1459,860,599,566,392,174
C5129,11,000,State - SIKKIM,Total,Literate but below primary,2768,1799,969,464,296,168,855,564,291,214,133,81,371,258,113,102,67,35,92,51,41,405,245,160,265,185,80
C5129,11,000,State - SIKKIM,Total,Primary but below middle,1982,1215,767,373,231,142,554,346,208,108,57,51,309,217,92,69,36,33,83,39,44,378,210,168,108,79,29
C5129,11,000,State - SIKKIM,Total,Middle but below matric/secondary,1076,616,460,212,101,111,345,208,137,46,25,21,131,88,43,27,15,12,42,25,17,222,123,99,51,31,20
C5129,11,000,State - SIKKIM,Total,Matric/Secondary but below graduate,1456,978,478,225,129,96,668,484,184,44,23,21,159,112,47,27,18,9,27,20,7,261,159,102,45,33,12
C5129,11,000,State - SIKKIM,Total,Graduate and above,341,225,116,82,46,36,90,65,25,12,7,5,47,36,11,8,5,3,5,4,1,93,59,34,4,3,1
C5129,11,000,State - SIKKIM,Rural,Total ,15859,8548,7311,2484,1271,1213,4703,2638,2065,1339,699,640,1792,1064,728,416,221,195,443,209,234,2023,1063,960,2659,1383,1276
C5129,11,000,State - SIKKIM,Rural,Illiterate,8984,4164,4820,1244,531,713,2382,1104,1278,985,493,492,878,421,457,219,102,117,221,92,129,876,378,498,2179,1043,1136
C5129,11,000,State - SIKKIM,Rural,Literate,6875,4384,2491,1240,740,500,2321,1534,787,354,206,148,914,643,271,197,119,78,222,117,105,1147,685,462,480,340,140
C5129,11,000,State - SIKKIM,Rural,Literate but below primary,2468,1630,838,420,273,147,766,509,257,183,117,66,337,243,94,81,54,27,78,42,36,359,219,140,244,173,71
C5129,11,000,State - SIKKIM,Rural,Primary but below middle,1664,1018,646,333,203,130,462,290,172,87,46,41,253,173,80,59,31,28,70,30,40,308,175,133,92,70,22
C5129,11,000,State - SIKKIM,Rural,Middle but below matric/secondary,851,478,373,182,84,98,282,167,115,22,11,11,99,71,28,23,13,10,36,20,16,173,91,82,34,21,13
C5129,11,000,State - SIKKIM,Rural,Matric/Secondary but below graduate,1142,794,348,176,102,74,566,425,141,22,7,15,129,92,37,17,13,4,18,13,5,189,123,66,25,19,6
C5129,11,000,State - SIKKIM,Rural,Graduate and above,196,127,69,60,32,28,54,37,17,5,3,2,26,22,4,4,2,2,4,3,1,41,27,14,2,1,1
C5129,11,000,State - SIKKIM,Urban,Total ,2328,1231,1097,288,150,138,640,349,291,238,119,119,275,154,121,100,53,47,70,46,24,436,219,217,281,141,140
C5129,11,000,State - SIKKIM,Urban,Illiterate,927,390,537,92,36,56,230,97,133,124,52,72,94,37,57,42,20,22,26,15,11,124,44,80,195,89,106
C5129,11,000,State - SIKKIM,Urban,Literate,1401,841,560,196,114,82,410,252,158,114,67,47,181,117,64,58,33,25,44,31,13,312,175,137,86,52,34
C5129,11,000,State - SIKKIM,Urban,Literate but below primary,300,169,131,44,23,21,89,55,34,31,16,15,34,15,19,21,13,8,14,9,5,46,26,20,21,12,9
C5129,11,000,State - SIKKIM,Urban,Primary but below middle,318,197,121,40,28,12,92,56,36,21,11,10,56,44,12,10,5,5,13,9,4,70,35,35,16,9,7
C5129,11,000,State - SIKKIM,Urban,Middle but below matric/secondary,225,138,87,30,17,13,63,41,22,24,14,10,32,17,15,4,2,2,6,5,1,49,32,17,17,10,7
C5129,11,000,State - SIKKIM,Urban,Matric/Secondary but below graduate,314,184,130,49,27,22,102,59,43,22,16,6,30,20,10,10,5,5,9,7,2,72,36,36,20,14,6
C5129,11,000,State - SIKKIM,Urban,Graduate and above,145,98,47,22,14,8,36,28,8,7,4,3,21,14,7,4,3,1,1,1,0,52,32,20,2,2,0
C5129,12,000,State - ARUNACHAL PRADESH,Total,Total ,26734,14245,12489,5652,2862,2790,8127,4209,3918,1538,880,658,3235,1935,1300,1264,635,629,631,344,287,3878,2080,1798,2409,1300,1109
C5129,12,000,State - ARUNACHAL PRADESH,Total,Illiterate,16375,7708,8667,3397,1507,1890,4775,2170,2605,1113,589,524,1950,1018,932,757,350,407,432,210,222,1902,818,1084,2049,1046,1003
C5129,12,000,State - ARUNACHAL PRADESH,Total,Literate,10359,6537,3822,2255,1355,900,3352,2039,1313,425,291,134,1285,917,368,507,285,222,199,134,65,1976,1262,714,360,254,106
C5129,12,000,State - ARUNACHAL PRADESH,Total,Literate but below primary,2225,1347,878,530,321,209,741,413,328,129,85,44,234,161,73,113,62,51,39,26,13,344,210,134,95,69,26
C5129,12,000,State - ARUNACHAL PRADESH,Total,Primary but below middle,2628,1567,1061,586,335,251,798,447,351,107,77,30,370,252,118,132,65,67,60,41,19,487,289,198,88,61,27
C5129,12,000,State - ARUNACHAL PRADESH,Total,Middle but below matric/secondary,1906,1162,744,431,243,188,585,347,238,74,47,27,259,184,75,92,50,42,41,29,12,375,227,148,49,35,14
C5129,12,000,State - ARUNACHAL PRADESH,Total,Matric/Secondary but below graduate,2407,1636,771,488,300,188,816,564,252,75,52,23,271,197,74,117,72,45,37,23,14,545,386,159,58,42,16
C5129,12,000,State - ARUNACHAL PRADESH,Total,Graduate and above,594,455,139,127,96,31,185,140,45,14,11,3,93,79,14,25,15,10,3,1,2,129,98,31,18,15,3
C5129,12,000,State - ARUNACHAL PRADESH,Rural,Total ,22308,11780,10528,4669,2334,2335,6916,3565,3351,1299,737,562,2735,1620,1115,1011,512,499,533,291,242,3005,1582,1423,2140,1139,1001
C5129,12,000,State - ARUNACHAL PRADESH,Rural,Illiterate,14756,6957,7799,3056,1357,1699,4410,2012,2398,981,516,465,1772,933,839,641,297,344,377,182,195,1651,711,940,1868,949,919
C5129,12,000,State - ARUNACHAL PRADESH,Rural,Literate,7552,4823,2729,1613,977,636,2506,1553,953,318,221,97,963,687,276,370,215,155,156,109,47,1354,871,483,272,190,82
C5129,12,000,State - ARUNACHAL PRADESH,Rural,Literate but below primary,1776,1079,697,430,261,169,572,316,256,99,64,35,196,132,64,93,52,41,27,20,7,280,180,100,79,54,25
C5129,12,000,State - ARUNACHAL PRADESH,Rural,Primary but below middle,2015,1220,795,435,257,178,624,353,271,92,68,24,277,192,85,91,47,44,53,36,17,373,219,154,70,48,22
C5129,12,000,State - ARUNACHAL PRADESH,Rural,Middle but below matric/secondary,1407,879,528,313,182,131,420,251,169,51,34,17,209,149,60,67,39,28,32,24,8,278,173,105,37,27,10
C5129,12,000,State - ARUNACHAL PRADESH,Rural,Matric/Secondary but below graduate,1527,1070,457,290,175,115,586,433,153,47,32,15,178,130,48,85,54,31,28,17,11,280,203,77,33,26,7
C5129,12,000,State - ARUNACHAL PRADESH,Rural,Graduate and above,335,265,70,67,50,17,113,89,24,8,7,1,57,48,9,14,8,6,2,1,1,66,54,12,8,8,0
C5129,12,000,State - ARUNACHAL PRADESH,Urban,Total ,4426,2465,1961,983,528,455,1211,644,567,239,143,96,500,315,185,253,123,130,98,53,45,873,498,375,269,161,108
C5129,12,000,State - ARUNACHAL PRADESH,Urban,Illiterate,1619,751,868,341,150,191,365,158,207,132,73,59,178,85,93,116,53,63,55,28,27,251,107,144,181,97,84
C5129,12,000,State - ARUNACHAL PRADESH,Urban,Literate,2807,1714,1093,642,378,264,846,486,360,107,70,37,322,230,92,137,70,67,43,25,18,622,391,231,88,64,24
C5129,12,000,State - ARUNACHAL PRADESH,Urban,Literate but below primary,449,268,181,100,60,40,169,97,72,30,21,9,38,29,9,20,10,10,12,6,6,64,30,34,16,15,1
C5129,12,000,State - ARUNACHAL PRADESH,Urban,Primary but below middle,613,347,266,151,78,73,174,94,80,15,9,6,93,60,33,41,18,23,7,5,2,114,70,44,18,13,5
C5129,12,000,State - ARUNACHAL PRADESH,Urban,Middle but below matric/secondary,499,283,216,118,61,57,165,96,69,23,13,10,50,35,15,25,11,14,9,5,4,97,54,43,12,8,4
C5129,12,000,State - ARUNACHAL PRADESH,Urban,Matric/Secondary but below graduate,880,566,314,198,125,73,230,131,99,28,20,8,93,67,26,32,18,14,9,6,3,265,183,82,25,16,9
C5129,12,000,State - ARUNACHAL PRADESH,Urban,Graduate and above,259,190,69,60,46,14,72,51,21,6,4,2,36,31,5,11,7,4,1,0,1,63,44,19,10,7,3
C5129,13,000,State - NAGALAND,Total,Total ,29631,16148,13483,4150,2130,2020,8940,5007,3933,2294,1261,1033,3828,2235,1593,1250,666,584,995,547,448,4838,2529,2309,3336,1773,1563
C5129,13,000,State - NAGALAND,Total,Illiterate,16727,8164,8563,2133,909,1224,4853,2438,2415,1690,889,801,1824,909,915,770,385,385,556,269,287,2135,962,1173,2766,1403,1363
C5129,13,000,State - NAGALAND,Total,Literate,12904,7984,4920,2017,1221,796,4087,2569,1518,604,372,232,2004,1326,678,480,281,199,439,278,161,2703,1567,1136,570,370,200
C5129,13,000,State - NAGALAND,Total,Literate but below primary,2965,1708,1257,445,273,172,1023,600,423,199,129,70,441,256,185,82,46,36,68,32,36,532,262,270,175,110,65
C5129,13,000,State - NAGALAND,Total,Primary but below middle,3288,1996,1292,559,317,242,1071,674,397,131,72,59,557,390,167,123,68,55,90,55,35,625,332,293,132,88,44
C5129,13,000,State - NAGALAND,Total,Middle but below matric/secondary,2471,1586,885,390,245,145,750,506,244,105,67,38,407,275,132,118,70,48,104,69,35,519,303,216,78,51,27
C5129,13,000,State - NAGALAND,Total,Matric/Secondary but below graduate,2105,1328,777,350,214,136,660,424,236,66,46,20,327,219,108,76,48,28,94,63,31,470,271,199,62,43,19
C5129,13,000,State - NAGALAND,Total,Graduate and above,596,411,185,108,76,32,186,116,70,14,12,2,92,73,19,31,22,9,23,19,4,130,83,47,12,10,2
C5129,13,000,State - NAGALAND,Rural,Total ,23549,12761,10788,3291,1689,1602,7237,4050,3187,1889,1033,856,2941,1689,1252,949,499,450,776,425,351,3699,1910,1789,2767,1466,1301
C5129,13,000,State - NAGALAND,Rural,Illiterate,14352,7017,7335,1858,802,1056,4318,2188,2130,1434,752,682,1520,758,762,619,303,316,456,219,237,1795,800,995,2352,1195,1157
C5129,13,000,State - NAGALAND,Rural,Literate,9197,5744,3453,1433,887,546,2919,1862,1057,455,281,174,1421,931,490,330,196,134,320,206,114,1904,1110,794,415,271,144
C5129,13,000,State - NAGALAND,Rural,Literate but below primary,2409,1400,1009,369,227,142,856,510,346,159,102,57,353,210,143,65,39,26,49,22,27,424,202,222,134,88,46
C5129,13,000,State - NAGALAND,Rural,Primary but below middle,2529,1554,975,422,247,175,840,546,294,106,60,46,429,300,129,85,46,39,70,43,27,478,243,235,99,69,30
C5129,13,000,State - NAGALAND,Rural,Middle but below matric/secondary,1746,1143,603,272,179,93,530,365,165,77,49,28,282,192,90,84,52,32,75,51,24,370,218,152,56,37,19
C5129,13,000,State - NAGALAND,Rural,Matric/Secondary but below graduate,1131,734,397,203,127,76,319,213,106,37,28,9,176,115,61,43,27,16,66,43,23,253,159,94,34,22,12
C5129,13,000,State - NAGALAND,Rural,Graduate and above,237,170,67,42,30,12,63,38,25,6,5,1,36,28,8,15,10,5,16,14,2,55,41,14,4,4,0
C5129,13,000,State - NAGALAND,Urban,Total ,6082,3387,2695,859,441,418,1703,957,746,405,228,177,887,546,341,301,167,134,219,122,97,1139,619,520,569,307,262
C5129,13,000,State - NAGALAND,Urban,Illiterate,2375,1147,1228,275,107,168,535,250,285,256,137,119,304,151,153,151,82,69,100,50,50,340,162,178,414,208,206
C5129,13,000,State - NAGALAND,Urban,Literate,3707,2240,1467,584,334,250,1168,707,461,149,91,58,583,395,188,150,85,65,119,72,47,799,457,342,155,99,56
C5129,13,000,State - NAGALAND,Urban,Literate but below primary,556,308,248,76,46,30,167,90,77,40,27,13,88,46,42,17,7,10,19,10,9,108,60,48,41,22,19
C5129,13,000,State - NAGALAND,Urban,Primary but below middle,759,442,317,137,70,67,231,128,103,25,12,13,128,90,38,38,22,16,20,12,8,147,89,58,33,19,14
C5129,13,000,State - NAGALAND,Urban,Middle but below matric/secondary,725,443,282,118,66,52,220,141,79,28,18,10,125,83,42,34,18,16,29,18,11,149,85,64,22,14,8
C5129,13,000,State - NAGALAND,Urban,Matric/Secondary but below graduate,974,594,380,147,87,60,341,211,130,29,18,11,151,104,47,33,21,12,28,20,8,217,112,105,28,21,7
C5129,13,000,State - NAGALAND,Urban,Graduate and above,359,241,118,66,46,20,123,78,45,8,7,1,56,45,11,16,12,4,7,5,2,75,42,33,8,6,2
C5129,14,000,State - MANIPUR,Total,Total ,58547,31174,27373,19194,9915,9279,12891,6688,6203,2661,1488,1173,5315,3165,2150,4846,2626,2220,1459,842,617,8628,4516,4112,3553,1934,1619
C5129,14,000,State - MANIPUR,Total,Illiterate,24217,10811,13406,6631,2802,3829,5355,2302,3053,1331,650,681,2289,1019,1270,2499,1211,1288,679,329,350,2983,1306,1677,2450,1192,1258
C5129,14,000,State - MANIPUR,Total,Literate,34330,20363,13967,12563,7113,5450,7536,4386,3150,1330,838,492,3026,2146,880,2347,1415,932,780,513,267,5645,3210,2435,1103,742,361
C5129,14,000,State - MANIPUR,Total,Literate but below primary,3977,2157,1820,1470,756,714,878,488,390,199,124,75,310,216,94,233,124,109,66,34,32,661,316,345,160,99,61
C5129,14,000,State - MANIPUR,Total,Primary but below middle,5715,3149,2566,2167,1150,1017,1248,662,586,198,117,81,510,336,174,409,217,192,103,57,46,887,486,401,193,124,69
C5129,14,000,State - MANIPUR,Total,Middle but below matric/secondary,8157,5064,3093,2945,1712,1233,1774,1093,681,343,220,123,808,600,208,603,383,220,214,143,71,1202,716,486,268,197,71
C5129,14,000,State - MANIPUR,Total,Matric/Secondary but below graduate,9990,6069,3921,3779,2212,1567,2228,1326,902,344,223,121,823,595,228,656,415,241,252,175,77,1637,949,688,271,174,97
C5129,14,000,State - MANIPUR,Total,Graduate and above,4073,2567,1506,1523,912,611,826,494,332,147,96,51,380,278,102,255,170,85,81,63,18,775,485,290,86,69,17
C5129,14,000,State - MANIPUR,Rural,Total ,40488,21726,18762,13429,6970,6459,9663,5050,4613,1833,1038,795,3508,2095,1413,3148,1754,1394,841,474,367,5654,3016,2638,2412,1329,1083
C5129,14,000,State - MANIPUR,Rural,Illiterate,18034,8196,9838,5010,2134,2876,4341,1925,2416,992,504,488,1668,767,901,1681,842,839,434,213,221,2156,950,1206,1752,861,891
C5129,14,000,State - MANIPUR,Rural,Literate,22454,13530,8924,8419,4836,3583,5322,3125,2197,841,534,307,1840,1328,512,1467,912,555,407,261,146,3498,2066,1432,660,468,192
C5129,14,000,State - MANIPUR,Rural,Literate but below primary,2945,1631,1314,1057,556,501,717,406,311,142,85,57,229,163,66,163,88,75,50,25,25,487,238,249,100,70,30
C5129,14,000,State - MANIPUR,Rural,Primary but below middle,4148,2309,1839,1573,837,736,989,528,461,142,85,57,351,238,113,278,147,131,62,34,28,631,358,273,122,82,40
C5129,14,000,State - MANIPUR,Rural,Middle but below matric/secondary,5591,3505,2086,2060,1211,849,1288,783,505,218,147,71,519,395,124,407,268,139,122,80,42,818,501,317,159,120,39
C5129,14,000,State - MANIPUR,Rural,Matric/Secondary but below graduate,6175,3794,2381,2460,1455,1005,1486,889,597,206,130,76,456,326,130,397,265,132,112,76,36,901,551,350,157,102,55
C5129,14,000,State - MANIPUR,Rural,Graduate and above,1921,1307,614,805,510,295,406,264,142,60,46,14,166,127,39,118,88,30,26,21,5,300,213,87,40,38,2
C5129,14,000,State - MANIPUR,Urban,Total ,18059,9448,8611,5765,2945,2820,3228,1638,1590,828,450,378,1807,1070,737,1698,872,826,618,368,250,2974,1500,1474,1141,605,536
C5129,14,000,State - MANIPUR,Urban,Illiterate,6183,2615,3568,1621,668,953,1014,377,637,339,146,193,621,252,369,818,369,449,245,116,129,827,356,471,698,331,367
C5129,14,000,State - MANIPUR,Urban,Literate,11876,6833,5043,4144,2277,1867,2214,1261,953,489,304,185,1186,818,368,880,503,377,373,252,121,2147,1144,1003,443,274,169
C5129,14,000,State - MANIPUR,Urban,Literate but below primary,1032,526,506,413,200,213,161,82,79,57,39,18,81,53,28,70,36,34,16,9,7,174,78,96,60,29,31
C5129,14,000,State - MANIPUR,Urban,Primary but below middle,1567,840,727,594,313,281,259,134,125,56,32,24,159,98,61,131,70,61,41,23,18,256,128,128,71,42,29
C5129,14,000,State - MANIPUR,Urban,Middle but below matric/secondary,2566,1559,1007,885,501,384,486,310,176,125,73,52,289,205,84,196,115,81,92,63,29,384,215,169,109,77,32
C5129,14,000,State - MANIPUR,Urban,Matric/Secondary but below graduate,3815,2275,1540,1319,757,562,742,437,305,138,93,45,367,269,98,259,150,109,140,99,41,736,398,338,114,72,42
C5129,14,000,State - MANIPUR,Urban,Graduate and above,2152,1260,892,718,402,316,420,230,190,87,50,37,214,151,63,137,82,55,55,42,13,475,272,203,46,31,15
C5129,15,000,State - MIZORAM,Total,Total ,15160,8198,6962,2035,1087,948,3354,1828,1526,1163,601,562,1976,1162,814,1585,843,742,1050,576,474,1914,1009,905,2083,1092,991
C5129,15,000,State - MIZORAM,Total,Illiterate,5773,2757,3016,511,215,296,926,430,496,699,325,374,484,249,235,768,378,390,381,189,192,579,261,318,1425,710,715
C5129,15,000,State - MIZORAM,Total,Literate,9387,5441,3946,1524,872,652,2428,1398,1030,464,276,188,1492,913,579,817,465,352,669,387,282,1335,748,587,658,382,276
C5129,15,000,State - MIZORAM,Total,Literate but below primary,3899,2137,1762,571,307,264,1241,676,565,220,125,95,572,316,256,361,212,149,186,94,92,401,218,183,347,189,158
C5129,15,000,State - MIZORAM,Total,Primary but below middle,2185,1308,877,375,223,152,515,316,199,95,57,38,356,223,133,215,116,99,185,105,80,336,194,142,108,74,34
C5129,15,000,State - MIZORAM,Total,Middle but below matric/secondary,1581,944,637,266,150,116,318,191,127,61,42,19,309,202,107,109,66,43,132,84,48,314,171,143,72,38,34
C5129,15,000,State - MIZORAM,Total,Matric/Secondary but below graduate,965,621,344,209,130,79,192,130,62,35,22,13,165,112,53,50,35,15,104,66,38,172,99,73,38,27,11
C5129,15,000,State - MIZORAM,Total,Graduate and above,257,174,83,51,37,14,57,44,13,10,5,5,43,30,13,13,7,6,22,13,9,56,36,20,5,2,3
C5129,15,000,State - MIZORAM,Rural,Total ,8627,4584,4043,1237,669,568,1989,1055,934,735,399,336,1141,651,490,776,410,366,423,197,226,1121,588,533,1205,615,590
C5129,15,000,State - MIZORAM,Rural,Illiterate,3799,1776,2023,379,156,223,664,306,358,486,239,247,351,184,167,431,207,224,215,86,129,415,186,229,858,412,446
C5129,15,000,State - MIZORAM,Rural,Literate,4828,2808,2020,858,513,345,1325,749,576,249,160,89,790,467,323,345,203,142,208,111,97,706,402,304,347,203,144
C5129,15,000,State - MIZORAM,Rural,Literate but below primary,2363,1343,1020,386,218,168,766,429,337,132,84,48,354,201,153,179,111,68,98,50,48,245,134,111,203,116,87
C5129,15,000,State - MIZORAM,Rural,Primary but below middle,1173,721,452,224,142,82,295,186,109,59,39,20,191,113,78,97,55,42,58,29,29,196,120,76,53,37,16
C5129,15,000,State - MIZORAM,Rural,Middle but below matric/secondary,702,402,300,135,79,56,134,72,62,25,18,7,159,101,58,32,17,15,30,19,11,159,85,74,28,11,17
C5129,15,000,State - MIZORAM,Rural,Matric/Secondary but below graduate,285,179,106,69,49,20,57,32,25,11,7,4,46,24,22,7,7,0,12,8,4,61,37,24,22,15,7
C5129,15,000,State - MIZORAM,Rural,Graduate and above,60,45,15,10,9,1,12,10,2,2,1,1,13,12,1,3,1,2,5,2,3,14,9,5,1,1,0
C5129,15,000,State - MIZORAM,Urban,Total ,6533,3614,2919,798,418,380,1365,773,592,428,202,226,835,511,324,809,433,376,627,379,248,793,421,372,878,477,401
C5129,15,000,State - MIZORAM,Urban,Illiterate,1974,981,993,132,59,73,262,124,138,213,86,127,133,65,68,337,171,166,166,103,63,164,75,89,567,298,269
C5129,15,000,State - MIZORAM,Urban,Literate,4559,2633,1926,666,359,307,1103,649,454,215,116,99,702,446,256,472,262,210,461,276,185,629,346,283,311,179,132
C5129,15,000,State - MIZORAM,Urban,Literate but below primary,1536,794,742,185,89,96,475,247,228,88,41,47,218,115,103,182,101,81,88,44,44,156,84,72,144,73,71
C5129,15,000,State - MIZORAM,Urban,Primary but below middle,1012,587,425,151,81,70,220,130,90,36,18,18,165,110,55,118,61,57,127,76,51,140,74,66,55,37,18
C5129,15,000,State - MIZORAM,Urban,Middle but below matric/secondary,879,542,337,131,71,60,184,119,65,36,24,12,150,101,49,77,49,28,102,65,37,155,86,69,44,27,17
C5129,15,000,State - MIZORAM,Urban,Matric/Secondary but below graduate,680,442,238,140,81,59,135,98,37,24,15,9,119,88,31,43,28,15,92,58,34,111,62,49,16,12,4
C5129,15,000,State - MIZORAM,Urban,Graduate and above,197,129,68,41,28,13,45,34,11,8,4,4,30,18,12,10,6,4,17,11,6,42,27,15,4,1,3
C5129,16,000,State - TRIPURA,Total,Total ,64346,35482,28864,10828,5512,5316,11695,6382,5313,4567,2538,2029,11707,7126,4581,4307,2358,1949,2909,1583,1326,11825,6505,5320,6508,3478,3030
C5129,16,000,State - TRIPURA,Total,Illiterate,21642,9490,12152,3763,1418,2345,3290,1284,2006,1957,997,960,3032,1304,1728,1725,821,904,1013,453,560,3247,1490,1757,3615,1723,1892
C5129,16,000,State - TRIPURA,Total,Literate,42704,25992,16712,7065,4094,2971,8405,5098,3307,2610,1541,1069,8675,5822,2853,2582,1537,1045,1896,1130,766,8578,5015,3563,2893,1755,1138
C5129,16,000,State - TRIPURA,Total,Literate but below primary,11898,6767,5131,2083,1087,996,2219,1218,1001,867,510,357,2164,1382,782,818,463,355,552,308,244,2166,1228,938,1029,571,458
C5129,16,000,State - TRIPURA,Total,Primary but below middle,9608,5664,3944,1649,930,719,1874,1059,815,526,313,213,1878,1238,640,651,378,273,473,290,183,1916,1084,832,641,372,269
C5129,16,000,State - TRIPURA,Total,Middle but below matric/secondary,8105,5145,2960,1242,741,501,1583,1007,576,488,284,204,1882,1331,551,480,298,182,352,220,132,1629,963,666,449,301,148
C5129,16,000,State - TRIPURA,Total,Matric/Secondary but below graduate,7062,4825,2237,1080,753,327,1570,1150,420,327,193,134,1609,1145,464,339,236,103,252,163,89,1570,957,613,315,228,87
C5129,16,000,State - TRIPURA,Total,Graduate and above,2022,1465,557,334,250,84,360,256,104,121,74,47,419,328,91,83,57,26,79,52,27,553,388,165,73,60,13
C5129,16,000,State - TRIPURA,Rural,Total ,44942,24636,20306,7675,3913,3762,8585,4652,3933,3039,1702,1337,8015,4846,3169,3027,1640,1387,1865,993,872,8449,4611,3838,4287,2279,2008
C5129,16,000,State - TRIPURA,Rural,Illiterate,16946,7372,9574,3049,1170,1879,2764,1079,1685,1526,780,746,2412,1043,1369,1305,605,700,747,317,430,2514,1130,1384,2629,1248,1381
C5129,16,000,State - TRIPURA,Rural,Literate,27996,17264,10732,4626,2743,1883,5821,3573,2248,1513,922,591,5603,3803,1800,1722,1035,687,1118,676,442,5935,3481,2454,1658,1031,627
C5129,16,000,State - TRIPURA,Rural,Literate but below primary,8695,5080,3615,1527,833,694,1701,960,741,602,357,245,1569,1034,535,585,335,250,375,215,160,1677,954,723,659,392,267
C5129,16,000,State - TRIPURA,Rural,Primary but below middle,6632,4034,2598,1119,655,464,1360,802,558,339,213,126,1271,870,401,467,275,192,302,184,118,1394,795,599,380,240,140
C5129,16,000,State - TRIPURA,Rural,Middle but below matric/secondary,5068,3284,1784,758,468,290,1093,706,387,242,148,94,1160,839,321,305,193,112,179,117,62,1096,654,442,235,159,76
C5129,16,000,State - TRIPURA,Rural,Matric/Secondary but below graduate,4022,2783,1239,598,432,166,926,698,228,125,78,47,930,648,282,204,146,58,121,86,35,997,603,394,121,92,29
C5129,16,000,State - TRIPURA,Rural,Graduate and above,734,570,164,114,96,18,139,105,34,22,16,6,161,130,31,33,25,8,22,14,8,229,174,55,14,10,4
C5129,16,000,State - TRIPURA,Urban,Total ,19404,10846,8558,3153,1599,1554,3110,1730,1380,1528,836,692,3692,2280,1412,1280,718,562,1044,590,454,3376,1894,1482,2221,1199,1022
C5129,16,000,State - TRIPURA,Urban,Illiterate,4696,2118,2578,714,248,466,526,205,321,431,217,214,620,261,359,420,216,204,266,136,130,733,360,373,986,475,511
C5129,16,000,State - TRIPURA,Urban,Literate,14708,8728,5980,2439,1351,1088,2584,1525,1059,1097,619,478,3072,2019,1053,860,502,358,778,454,324,2643,1534,1109,1235,724,511
C5129,16,000,State - TRIPURA,Urban,Literate but below primary,3203,1687,1516,556,254,302,518,258,260,265,153,112,595,348,247,233,128,105,177,93,84,489,274,215,370,179,191
C5129,16,000,State - TRIPURA,Urban,Primary but below middle,2976,1630,1346,530,275,255,514,257,257,187,100,87,607,368,239,184,103,81,171,106,65,522,289,233,261,132,129
C5129,16,000,State - TRIPURA,Urban,Middle but below matric/secondary,3037,1861,1176,484,273,211,490,301,189,246,136,110,722,492,230,175,105,70,173,103,70,533,309,224,214,142,72
C5129,16,000,State - TRIPURA,Urban,Matric/Secondary but below graduate,3040,2042,998,482,321,161,644,452,192,202,115,87,679,497,182,135,90,45,131,77,54,573,354,219,194,136,58
C5129,16,000,State - TRIPURA,Urban,Graduate and above,1288,895,393,220,154,66,221,151,70,99,58,41,258,198,60,50,32,18,57,38,19,324,214,110,59,50,9
C5129,17,000,State - MEGHALAYA,Total,Total ,44317,23326,20991,6980,3494,3486,12353,6551,5802,2707,1412,1295,5312,2998,2314,2332,1235,1097,2340,1174,1166,8717,4586,4131,3576,1876,1700
C5129,17,000,State - MEGHALAYA,Total,Illiterate,23172,11455,11717,3559,1612,1947,5633,2704,2929,1855,947,908,2560,1343,1217,1529,791,738,1423,677,746,4036,2064,1972,2577,1317,1260
