id,sector,firm_size,electricity_outage,has_website,internet_disruptions,female_ownership,credit_applied,credit_approved,credit_received_full,import_raw_materials_pct,export_indirect_pct,export_direct_pct,region,export_total_pct
890,Other Manufacturing,Large,No,Yes,No,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
893,Other Manufacturing,Medium,No,Yes,The establishment does not have an internet connection,No,Moderate obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
895,Other Manufacturing,Medium,No,Yes,No,No,Very severe obstacle,Moderate obstacle,Very severe obstacle,0,0.0,0.0,Islamabad,0.0
899,Other Manufacturing,Medium,Yes,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
901,Other Manufacturing,Medium,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
904,Other Manufacturing,Small,No,No,Yes,No,Major obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Sindh,0.0
906,Other Manufacturing,Small,Yes,No,Yes,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
913,Other Manufacturing,Small,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
915,Other Manufacturing,Medium,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
918,Other Manufacturing,Small,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,70,0.0,0.0,Punjab,0.0
922,Other Manufacturing,Small,No,Yes,No,No,Very severe obstacle,Very severe obstacle,Major obstacle,50,0.0,0.0,Punjab,0.0
925,Other Manufacturing,Small,Yes,Yes,No,No,No obstacle,No obstacle,No obstacle,20,0.0,30.0,Punjab,30.0
928,Other Manufacturing,Medium,No,No,Yes,No,Minor obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
931,Other Manufacturing,Small,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
947,Other Manufacturing,Small,Yes,No,No,No,Very severe obstacle,Very severe obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
951,Other Manufacturing,Small,Yes,No,The establishment does not have an internet connection,No,Major obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Balochistan,0.0
954,Other Manufacturing,Large,No,No,Yes,No,Minor obstacle,Major obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
956,Other Manufacturing,Large,No,Yes,Yes,No,Moderate obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
965,Other Manufacturing,Medium,No,No,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
967,Other Manufacturing,Medium,Yes,No,The establishment does not have an internet connection,No,Major obstacle,Major obstacle,Very severe obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
970,Other Manufacturing,Medium,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
975,Other Manufacturing,Small,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
984,Other Manufacturing,Medium,No,No,No,No,Moderate obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
990,Other Manufacturing,Small,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,40,0.0,0.0,Punjab,0.0
991,Other Manufacturing,Small,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,40,20.0,0.0,Punjab,20.0
992,Other Manufacturing,Small,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,20,0.0,0.0,Punjab,0.0
993,Other Manufacturing,Small,No,Yes,No,No,Don't know (spontaneous),Does not apply,Don't know (spontaneous),20,0.0,0.0,Punjab,0.0
995,Other Manufacturing,Small,No,Yes,No,No,Moderate obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
997,Other Manufacturing,Large,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1000,Other Manufacturing,Medium,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1003,Other Manufacturing,Large,Yes,Yes,No,No,Minor obstacle,No obstacle,Minor obstacle,60,0.0,0.0,Punjab,0.0
1007,Other Manufacturing,Medium,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1010,Other Manufacturing,Small,Yes,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1012,Other Manufacturing,Medium,Yes,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,40,0.0,0.0,Punjab,0.0
1015,Other Manufacturing,Medium,No,No,No,No,Moderate obstacle,Minor obstacle,Moderate obstacle,20,30.0,20.0,Punjab,50.0
1017,Other Manufacturing,Medium,No,Yes,No,No,Very severe obstacle,Very severe obstacle,Very severe obstacle,0,0.0,0.0,Islamabad,0.0
1018,Other Manufacturing,Medium,No,Yes,No,No,Minor obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
1025,Other Manufacturing,Large,No,Yes,No,No,Minor obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1026,Other Manufacturing,Medium,Yes,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1037,Other Manufacturing,Small,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1038,Other Manufacturing,Medium,No,Yes,Yes,No,Major obstacle,Major obstacle,Major obstacle,25,40.0,0.0,Islamabad,40.0
1040,Motor Vehicles & Transport Equip.,Large,Yes,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,50,0.0,5.0,Sindh,5.0
1042,Motor Vehicles & Transport Equip.,Small,No,No,The establishment does not have an internet connection,No,Major obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1047,Motor Vehicles & Transport Equip.,Medium,Yes,Yes,No,No,Very severe obstacle,Very severe obstacle,Very severe obstacle,50,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1048,Motor Vehicles & Transport Equip.,Small,No,Yes,No,No,Major obstacle,No obstacle,No obstacle,100,0.0,0.0,Sindh,0.0
1049,Motor Vehicles & Transport Equip.,Large,Yes,No,No,No,No obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
1050,Motor Vehicles & Transport Equip.,Medium,Yes,No,Yes,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1051,Motor Vehicles & Transport Equip.,Large,Yes,Yes,No,No,Moderate obstacle,Very severe obstacle,Minor obstacle,50,0.0,0.0,Punjab,0.0
1052,Motor Vehicles & Transport Equip.,Small,Yes,No,The establishment does not have an internet connection,No,Major obstacle,Major obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
1054,Motor Vehicles & Transport Equip.,Medium,Yes,No,No,No,Major obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
1056,Motor Vehicles & Transport Equip.,Small,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1058,Motor Vehicles & Transport Equip.,Medium,Yes,Yes,Yes,Yes,Major obstacle,Minor obstacle,Minor obstacle,30,10.0,10.0,Punjab,20.0
1059,Motor Vehicles & Transport Equip.,Small,No,No,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1061,Motor Vehicles & Transport Equip.,Medium,No,No,Don't know (spontaneous),No,Very severe obstacle,Very severe obstacle,Very severe obstacle,100,100.0,0.0,Punjab,100.0
1067,Motor Vehicles & Transport Equip.,Small,No,No,No,No,Major obstacle,Major obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1074,Other Manufacturing,Small,Yes,No,The establishment does not have an internet connection,No,Major obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1075,Other Manufacturing,Medium,No,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
1078,Other Manufacturing,Small,Yes,No,No,No,Moderate obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
1081,Other Manufacturing,Large,No,Yes,Yes,No,Very severe obstacle,Moderate obstacle,Moderate obstacle,0,50.0,50.0,Punjab,100.0
1084,Other Manufacturing,Large,No,Yes,No,No,Major obstacle,Minor obstacle,Moderate obstacle,0,30.0,70.0,Punjab,100.0
1086,Other Manufacturing,Small,No,No,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1088,Other Services,Medium,Yes,No,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1089,Other Services,Medium,Yes,Yes,Yes,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1090,Other Services,Medium,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1091,Other Services,Small,No,No,No,No,No obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1093,Other Services,Medium,Yes,Yes,No,No,No obstacle,No obstacle,No obstacle,20,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1094,Other Services,Medium,No,Yes,No,No,Minor obstacle,No obstacle,Minor obstacle,0,0.0,0.0,Sindh,0.0
1096,Other Services,Small,Yes,Yes,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1099,Other Services,Small,Yes,No,No,No,Minor obstacle,No obstacle,Moderate obstacle,0,0.0,0.0,Sindh,0.0
1100,Other Services,Large,Yes,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1101,Other Services,Small,Yes,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1103,Other Services,Small,Yes,No,The establishment does not have an internet connection,No,Major obstacle,Major obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1104,Other Services,Small,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,20,0.0,0.0,Punjab,0.0
1107,Other Services,Small,No,No,The establishment does not have an internet connection,No,Major obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1109,Other Services,Small,No,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1110,Other Services,Small,No,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
1111,Other Services,Small,No,Yes,No,No,Very severe obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1113,Retail,Small,Yes,No,No,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1116,Retail,Small,No,Yes,No,No,Minor obstacle,Minor obstacle,Moderate obstacle,40,0.0,0.0,Sindh,0.0
1117,Retail,Medium,Yes,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1118,Retail,Small,Yes,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1119,Other Services,Large,Yes,Yes,Yes,No,Very severe obstacle,Major obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
1120,Other Services,Small,No,Yes,No,No,Major obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
1122,Other Services,Large,Yes,No,The establishment does not have an internet connection,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1123,Other Services,Medium,Yes,Yes,Yes,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1124,Other Services,Small,No,Yes,No,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
1125,Retail,Small,Yes,No,The establishment does not have an internet connection,No,Minor obstacle,No obstacle,No obstacle,5,0.0,0.0,Sindh,0.0
1126,Retail,Medium,No,Yes,No,No,Moderate obstacle,No obstacle,Major obstacle,0,0.0,0.0,Islamabad,0.0
1129,Retail,Medium,No,Yes,The establishment does not have an internet connection,Yes,Very severe obstacle,No obstacle,Major obstacle,0,0.0,0.0,Islamabad,0.0
1130,Retail,Small,No,No,Yes,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1131,Retail,Medium,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1133,Retail,Medium,Yes,Yes,The establishment does not have an internet connection,No,Very severe obstacle,Major obstacle,Major obstacle,0,0.0,0.0,Islamabad,0.0
1137,Retail,Medium,No,Yes,Yes,No,Very severe obstacle,Minor obstacle,No obstacle,10,0.0,0.0,Islamabad,0.0
1138,Retail,Medium,Yes,Yes,No,No,Moderate obstacle,No obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
1139,Retail,Medium,Yes,Yes,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,No obstacle,10,0.0,0.0,Islamabad,0.0
1140,Retail,Medium,No,No,No,No,Moderate obstacle,Minor obstacle,Minor obstacle,30,0.0,0.0,Punjab,0.0
1142,Retail,Large,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1143,Retail,Small,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1144,Retail,Small,No,Yes,No,No,Moderate obstacle,Minor obstacle,Minor obstacle,80,0.0,0.0,Punjab,0.0
1145,Retail,Small,No,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
1147,Retail,Medium,Yes,Yes,Yes,No,Major obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
1149,Retail,Small,Yes,No,The establishment does not have an internet connection,No,Very severe obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1150,Retail,Small,No,Yes,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1151,Retail,Small,Yes,No,The establishment does not have an internet connection,No,No obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1153,Retail,Small,Yes,No,No,No,Major obstacle,Very severe obstacle,Minor obstacle,40,0.0,0.0,Punjab,0.0
1154,Retail,Medium,Yes,Yes,No,No,Major obstacle,Very severe obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1155,Retail,Medium,No,Yes,Yes,No,Major obstacle,Moderate obstacle,Very severe obstacle,0,0.0,0.0,Punjab,0.0
1157,Retail,Medium,No,Yes,No,Yes,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1159,Retail,Medium,No,Yes,No,No,Minor obstacle,No obstacle,No obstacle,20,0.0,0.0,Sindh,0.0
1160,Retail,Medium,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1161,Retail,Medium,No,Yes,No,No,Minor obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1162,Retail,Medium,No,Yes,Yes,No,Moderate obstacle,No obstacle,No obstacle,5,0.0,0.0,Sindh,0.0
1163,Hotels & Restaurants,Small,Yes,No,No,No,Major obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
1164,Hotels & Restaurants,Small,No,Yes,No,No,Very severe obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
1165,Hotels & Restaurants,Small,Yes,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
1167,Hotels & Restaurants,Small,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1168,Hotels & Restaurants,Medium,Yes,No,The establishment does not have an internet connection,No,Very severe obstacle,Major obstacle,Very severe obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1170,Hotels & Restaurants,Large,Yes,Yes,No,Yes,Major obstacle,No obstacle,No obstacle,25,0.0,0.0,Sindh,0.0
1172,Hotels & Restaurants,Large,Yes,Yes,Yes,No,Major obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
1173,Hotels & Restaurants,Small,No,No,No,No,Major obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
1175,Hotels & Restaurants,Medium,Yes,Yes,No,No,Minor obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1176,Hotels & Restaurants,Medium,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1177,Hotels & Restaurants,Large,No,Yes,No,Don't know (spontaneous),No obstacle,No obstacle,No obstacle,35,0.0,0.0,Sindh,0.0
1180,Hotels & Restaurants,Medium,No,No,No,No,Minor obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1181,Hotels & Restaurants,Medium,Yes,Yes,No,No,Very severe obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1183,Hotels & Restaurants,Small,Yes,Yes,No,No,Very severe obstacle,No obstacle,Major obstacle,0,0.0,0.0,Punjab,0.0
1184,Hotels & Restaurants,Large,Yes,Yes,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1186,Hotels & Restaurants,Medium,Yes,Yes,No,No,Moderate obstacle,Minor obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1187,Hotels & Restaurants,Medium,Yes,Yes,No,No,No obstacle,Minor obstacle,Minor obstacle,50,0.0,0.0,Punjab,0.0
1188,Hotels & Restaurants,Small,Yes,Yes,No,No,Major obstacle,Very severe obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1189,Hotels & Restaurants,Small,Yes,No,No,No,No obstacle,No obstacle,Minor obstacle,0,0.0,0.0,Balochistan,0.0
1190,Hotels & Restaurants,Small,No,Yes,No,No,Major obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
1191,Hotels & Restaurants,Medium,No,Yes,No,No,Minor obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Sindh,0.0
1192,Hotels & Restaurants,Medium,No,No,No,No,Major obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Sindh,0.0
1193,Hotels & Restaurants,Small,Yes,No,No,No,No obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1194,Hotels & Restaurants,Small,Yes,Yes,No,No,Major obstacle,Very severe obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
1195,Hotels & Restaurants,Small,Yes,Yes,No,No,Minor obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1196,Hotels & Restaurants,Large,No,Yes,No,Yes,Major obstacle,No obstacle,No obstacle,20,0.0,0.0,Sindh,0.0
1197,Hotels & Restaurants,Large,No,No,No,No,Very severe obstacle,Very severe obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
1198,Hotels & Restaurants,Medium,Yes,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1199,Hotels & Restaurants,Medium,No,Yes,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1203,Hotels & Restaurants,Medium,No,Yes,No,No,No obstacle,No obstacle,No obstacle,40,0.0,0.0,Islamabad,0.0
1206,Hotels & Restaurants,Small,Yes,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1207,Hotels & Restaurants,Large,No,Yes,No,No,Moderate obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1209,Hotels & Restaurants,Medium,Yes,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,No obstacle,Don't know (spontaneous),0.0,0.0,Punjab,0.0
1213,Other Services,Medium,No,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
1214,Other Services,Small,No,No,The establishment does not have an internet connection,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
1215,Other Services,Small,Yes,No,No,No,Minor obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1217,Other Services,Large,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1219,Other Services,Small,No,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1220,Other Services,Small,No,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1224,Other Services,Small,No,No,No,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
1226,Other Services,Medium,Yes,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1227,Other Services,Medium,No,Yes,No,No,Major obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Sindh,0.0
1228,Other Services,Medium,Yes,Yes,Yes,No,Moderate obstacle,No obstacle,Minor obstacle,0,0.0,0.0,Sindh,0.0
1230,Other Services,Medium,No,Yes,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
1232,Other Services,Medium,Yes,No,No,No,Major obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Balochistan,0.0
1234,Other Services,Large,No,Yes,Yes,No,Very severe obstacle,Moderate obstacle,No obstacle,100,10.0,60.0,Islamabad,70.0
1235,Other Services,Small,No,Yes,No,No,No obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
1237,Other Services,Small,No,Yes,No,No,No obstacle,No obstacle,No obstacle,Don't know (spontaneous),0.0,0.0,Sindh,0.0
1241,Other Services,Medium,No,No,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
1242,Other Services,Large,No,Yes,Yes,No,Very severe obstacle,Very severe obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
1245,Other Services,Medium,No,Yes,No,No,Moderate obstacle,Very severe obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
1256,Other Services,Large,No,Yes,No,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
1269,Other Services,Medium,Yes,Yes,Yes,No,Major obstacle,Major obstacle,Major obstacle,80,0.0,0.0,Punjab,0.0
1495,Retail,Medium,Yes,Yes,No,No,Moderate obstacle,Very severe obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
1562,Retail,Medium,Yes,Yes,No,No,Minor obstacle,Minor obstacle,Moderate obstacle,0,50.0,0.0,Punjab,50.0
1887,Retail,Medium,No,No,Yes,No,Moderate obstacle,Moderate obstacle,No obstacle,100,0.0,0.0,Punjab,0.0
2076,Retail,Medium,No,No,No,No,Moderate obstacle,Minor obstacle,Major obstacle,0,0.0,0.0,Punjab,0.0
2205,Other Services,Medium,No,Yes,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
2315,Other Services,Medium,Yes,No,No,No,Major obstacle,Major obstacle,Minor obstacle,0,0.0,100.0,Punjab,100.0
2337,Retail,Medium,Yes,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
2715,Retail,Medium,Yes,No,No,No,Moderate obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
2875,Other Services,Large,Yes,No,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,40,0.0,0.0,Punjab,0.0
3205,Retail,Medium,Yes,No,No,No,Moderate obstacle,Major obstacle,Minor obstacle,30,0.0,0.0,Punjab,0.0
3206,Other Services,Small,No,No,No,No,Moderate obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
3257,Hotels & Restaurants,Medium,Yes,Yes,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
3287,Retail,Medium,No,No,Yes,No,Minor obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
3493,Retail,Medium,No,Yes,Yes,No,Don't know (spontaneous),Major obstacle,Major obstacle,0,0.0,70.0,Punjab,70.0
3543,Retail,Medium,No,No,Yes,No,No obstacle,Major obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
3730,Retail,Medium,No,Yes,Yes,No,Major obstacle,Very severe obstacle,Major obstacle,50,0.0,0.0,Punjab,0.0
3758,Hotels & Restaurants,Medium,Yes,Yes,No,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
3940,Other Services,Medium,Yes,Yes,Yes,No,Moderate obstacle,Major obstacle,Moderate obstacle,50,0.0,0.0,Punjab,0.0
3972,Retail,Medium,No,No,No,No,Moderate obstacle,Major obstacle,Major obstacle,0,0.0,0.0,Punjab,0.0
4047,Retail,Medium,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
4363,Other Services,Medium,No,No,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
4379,Retail,Large,Yes,Yes,No,No,Very severe obstacle,Major obstacle,Major obstacle,30,0.0,0.0,Punjab,0.0
4561,Other Services,Medium,Yes,Yes,Yes,No,Moderate obstacle,Moderate obstacle,Major obstacle,80,0.0,0.0,Punjab,0.0
4754,Other Services,Medium,No,No,No,No,Moderate obstacle,Major obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
4831,Retail,Medium,No,No,The establishment does not have an internet connection,No,Very severe obstacle,Major obstacle,Very severe obstacle,0,0.0,0.0,Punjab,0.0
5142,Other Services,Small,No,No,No,Yes,Moderate obstacle,Moderate obstacle,Minor obstacle,100,0.0,0.0,Punjab,0.0
5323,Retail,Medium,No,Yes,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Major obstacle,50,50.0,0.0,Khyber-Pakhtunkhwa,50.0
5381,Retail,Medium,Yes,Yes,No,No,Minor obstacle,Moderate obstacle,Moderate obstacle,50,0.0,0.0,Khyber-Pakhtunkhwa,0.0
5430,Other Services,Medium,Yes,No,No,No,Moderate obstacle,Major obstacle,Minor obstacle,50,0.0,0.0,Khyber-Pakhtunkhwa,0.0
5451,Retail,Medium,Yes,Yes,No,No,Minor obstacle,Moderate obstacle,Minor obstacle,50,30.0,20.0,Khyber-Pakhtunkhwa,50.0
5476,Retail,Medium,No,Yes,No,No,Very severe obstacle,Moderate obstacle,Major obstacle,50,0.0,0.0,Khyber-Pakhtunkhwa,0.0
5488,Other Services,Small,Yes,Yes,No,No,Moderate obstacle,Major obstacle,Major obstacle,30,0.0,0.0,Khyber-Pakhtunkhwa,0.0
